STATEFP,STATE,STATEABBREVIATION,DISTRICT,YEAR,INDICATOR,VALUE
53,Washington,WA,5,2016,drugdeaths,124
53,Washington,WA,5,2017,drugdeaths,98
53,Washington,WA,6,2010,drugdeaths,180
53,Washington,WA,6,2011,drugdeaths,188
53,Washington,WA,6,2012,drugdeaths,191
53,Washington,WA,6,2013,drugdeaths,193
53,Washington,WA,6,2014,drugdeaths,187
53,Washington,WA,6,2015,drugdeaths,227
53,Washington,WA,6,2016,drugdeaths,243
53,Washington,WA,6,2017,drugdeaths,238
53,Washington,WA,7,2010,drugdeaths,359
53,Washington,WA,7,2011,drugdeaths,411
53,Washington,WA,7,2012,drugdeaths,397
53,Washington,WA,7,2013,drugdeaths,413
53,Washington,WA,7,2014,drugdeaths,427
53,Washington,WA,7,2015,drugdeaths,419
53,Washington,WA,7,2016,drugdeaths,430
53,Washington,WA,7,2017,drugdeaths,469
53,Washington,WA,8,2010,drugdeaths,379
53,Washington,WA,8,2011,drugdeaths,382
53,Washington,WA,8,2012,drugdeaths,387
53,Washington,WA,8,2013,drugdeaths,416
53,Washington,WA,8,2014,drugdeaths,426
53,Washington,WA,8,2015,drugdeaths,427
53,Washington,WA,8,2016,drugdeaths,459
53,Washington,WA,8,2017,drugdeaths,496
53,Washington,WA,9,2010,drugdeaths,367
53,Washington,WA,9,2011,drugdeaths,367
53,Washington,WA,9,2012,drugdeaths,375
53,Washington,WA,9,2013,drugdeaths,405
53,Washington,WA,9,2014,drugdeaths,426
53,Washington,WA,9,2015,drugdeaths,427
53,Washington,WA,9,2016,drugdeaths,459
53,Washington,WA,9,2017,drugdeaths,496
53,Washington,WA,10,2010,drugdeaths,148
53,Washington,WA,10,2011,drugdeaths,165
53,Washington,WA,10,2012,drugdeaths,160
53,Washington,WA,10,2013,drugdeaths,170
53,Washington,WA,10,2014,drugdeaths,163
53,Washington,WA,10,2015,drugdeaths,192
53,Washington,WA,10,2016,drugdeaths,188
53,Washington,WA,10,2017,drugdeaths,205
54,West Virginia,WV,1,2010,drugdeaths,40
54,West Virginia,WV,1,2011,drugdeaths,51
54,West Virginia,WV,1,2012,drugdeaths,57
54,West Virginia,WV,1,2013,drugdeaths,51
54,West Virginia,WV,1,2014,drugdeaths,85
54,West Virginia,WV,1,2015,drugdeaths,85
54,West Virginia,WV,1,2016,drugdeaths,172
54,West Virginia,WV,1,2017,drugdeaths,116
54,West Virginia,WV,2,2010,drugdeaths,79
54,West Virginia,WV,2,2011,drugdeaths,122
54,West Virginia,WV,2,2012,drugdeaths,106
54,West Virginia,WV,2,2013,drugdeaths,136
54,West Virginia,WV,2,2014,drugdeaths,150
54,West Virginia,WV,2,2015,drugdeaths,204
54,West Virginia,WV,2,2016,drugdeaths,271
54,West Virginia,WV,2,2017,drugdeaths,300
54,West Virginia,WV,3,2010,drugdeaths,274
54,West Virginia,WV,3,2011,drugdeaths,354
54,West Virginia,WV,3,2012,drugdeaths,259
54,West Virginia,WV,3,2013,drugdeaths,250
54,West Virginia,WV,3,2014,drugdeaths,300
54,West Virginia,WV,3,2015,drugdeaths,331
54,West Virginia,WV,3,2016,drugdeaths,346
54,West Virginia,WV,3,2017,drugdeaths,438
55,Wisconsin,WI,1,2010,drugdeaths,309
55,Wisconsin,WI,1,2011,drugdeaths,335
55,Wisconsin,WI,1,2012,drugdeaths,338
55,Wisconsin,WI,1,2013,drugdeaths,413
55,Wisconsin,WI,1,2014,drugdeaths,435
55,Wisconsin,WI,1,2015,drugdeaths,420
55,Wisconsin,WI,1,2016,drugdeaths,531
55,Wisconsin,WI,1,2017,drugdeaths,601
55,Wisconsin,WI,2,2010,drugdeaths,82
55,Wisconsin,WI,2,2011,drugdeaths,126
55,Wisconsin,WI,2,2012,drugdeaths,95
55,Wisconsin,WI,2,2013,drugdeaths,130
55,Wisconsin,WI,2,2014,drugdeaths,110
55,Wisconsin,WI,2,2015,drugdeaths,125
55,Wisconsin,WI,2,2016,drugdeaths,164
55,Wisconsin,WI,2,2017,drugdeaths,157
55,Wisconsin,WI,3,2010,drugdeaths,24
55,Wisconsin,WI,3,2011,drugdeaths,10
55,Wisconsin,WI,3,2012,drugdeaths,10
55,Wisconsin,WI,3,2013,drugdeaths,22
55,Wisconsin,WI,3,2014,drugdeaths,10
55,Wisconsin,WI,3,2015,drugdeaths,12
55,Wisconsin,WI,3,2016,drugdeaths,48
55,Wisconsin,WI,3,2017,drugdeaths,39
55,Wisconsin,WI,4,2010,drugdeaths,213
55,Wisconsin,WI,4,2011,drugdeaths,241
55,Wisconsin,WI,4,2012,drugdeaths,229
55,Wisconsin,WI,4,2013,drugdeaths,281
55,Wisconsin,WI,4,2014,drugdeaths,300
55,Wisconsin,WI,4,2015,drugdeaths,301
55,Wisconsin,WI,4,2016,drugdeaths,391
55,Wisconsin,WI,4,2017,drugdeaths,431
55,Wisconsin,WI,5,2010,drugdeaths,254
55,Wisconsin,WI,5,2011,drugdeaths,279
55,Wisconsin,WI,5,2012,drugdeaths,258
55,Wisconsin,WI,5,2013,drugdeaths,333
55,Wisconsin,WI,5,2014,drugdeaths,358
55,Wisconsin,WI,5,2015,drugdeaths,365
55,Wisconsin,WI,5,2016,drugdeaths,469
55,Wisconsin,WI,5,2017,drugdeaths,515
55,Wisconsin,WI,6,2010,drugdeaths,221
55,Wisconsin,WI,6,2011,drugdeaths,245
55,Wisconsin,WI,6,2012,drugdeaths,236
55,Wisconsin,WI,6,2013,drugdeaths,313
55,Wisconsin,WI,6,2014,drugdeaths,334
55,Wisconsin,WI,6,2015,drugdeaths,371
55,Wisconsin,WI,6,2016,drugdeaths,443
55,Wisconsin,WI,6,2017,drugdeaths,468
55,Wisconsin,WI,7,2010,drugdeaths,10
55,Wisconsin,WI,7,2011,drugdeaths,10
55,Wisconsin,WI,7,2012,drugdeaths,11
55,Wisconsin,WI,7,2013,drugdeaths,10
55,Wisconsin,WI,7,2014,drugdeaths,10
55,Wisconsin,WI,7,2015,drugdeaths,15
55,Wisconsin,WI,7,2016,drugdeaths,31
55,Wisconsin,WI,7,2017,drugdeaths,30
55,Wisconsin,WI,8,2010,drugdeaths,45
55,Wisconsin,WI,8,2011,drugdeaths,65
55,Wisconsin,WI,8,2012,drugdeaths,66
55,Wisconsin,WI,8,2013,drugdeaths,59
55,Wisconsin,WI,8,2014,drugdeaths,68
55,Wisconsin,WI,8,2015,drugdeaths,73
55,Wisconsin,WI,8,2016,drugdeaths,78
55,Wisconsin,WI,8,2017,drugdeaths,96
56,Wyoming,WY,1,2010,drugdeaths,85
56,Wyoming,WY,1,2011,drugdeaths,85
56,Wyoming,WY,1,2012,drugdeaths,98
56,Wyoming,WY,1,2013,drugdeaths,98
56,Wyoming,WY,1,2014,drugdeaths,109
56,Wyoming,WY,1,2015,drugdeaths,96
56,Wyoming,WY,1,2016,drugdeaths,99
56,Wyoming,WY,1,2017,drugdeaths,69
72,Puerto Rico,PR,1,2010,drugdeaths,
72,Puerto Rico,PR,1,2011,drugdeaths,
72,Puerto Rico,PR,1,2012,drugdeaths,
72,Puerto Rico,PR,1,2013,drugdeaths,
72,Puerto Rico,PR,1,2014,drugdeaths,
72,Puerto Rico,PR,1,2015,drugdeaths,
72,Puerto Rico,PR,1,2016,drugdeaths,
72,Puerto Rico,PR,1,2017,drugdeaths,
