STATEFP,STATE,STATEABBREVIATION,DISTRICT,YEAR,INDICATOR,VALUE
28,Mississippi,MS,2,2016,drugdeaths,18
28,Mississippi,MS,2,2017,drugdeaths,32
28,Mississippi,MS,3,2010,drugdeaths,32
28,Mississippi,MS,3,2011,drugdeaths,27
28,Mississippi,MS,3,2012,drugdeaths,20
28,Mississippi,MS,3,2013,drugdeaths,31
28,Mississippi,MS,3,2014,drugdeaths,28
28,Mississippi,MS,3,2015,drugdeaths,30
28,Mississippi,MS,3,2016,drugdeaths,50
28,Mississippi,MS,3,2017,drugdeaths,46
28,Mississippi,MS,4,2010,drugdeaths,118
28,Mississippi,MS,4,2011,drugdeaths,73
28,Mississippi,MS,4,2012,drugdeaths,94
28,Mississippi,MS,4,2013,drugdeaths,105
28,Mississippi,MS,4,2014,drugdeaths,78
28,Mississippi,MS,4,2015,drugdeaths,86
28,Mississippi,MS,4,2016,drugdeaths,87
28,Mississippi,MS,4,2017,drugdeaths,121
29,Missouri,MO,1,2010,drugdeaths,227
29,Missouri,MO,1,2011,drugdeaths,252
29,Missouri,MO,1,2012,drugdeaths,220
29,Missouri,MO,1,2013,drugdeaths,274
29,Missouri,MO,1,2014,drugdeaths,309
29,Missouri,MO,1,2015,drugdeaths,272
29,Missouri,MO,1,2016,drugdeaths,467
29,Missouri,MO,1,2017,drugdeaths,502
29,Missouri,MO,2,2010,drugdeaths,259
29,Missouri,MO,2,2011,drugdeaths,276
29,Missouri,MO,2,2012,drugdeaths,255
29,Missouri,MO,2,2013,drugdeaths,298
29,Missouri,MO,2,2014,drugdeaths,327
29,Missouri,MO,2,2015,drugdeaths,296
29,Missouri,MO,2,2016,drugdeaths,448
29,Missouri,MO,2,2017,drugdeaths,471
29,Missouri,MO,3,2010,drugdeaths,152
29,Missouri,MO,3,2011,drugdeaths,142
29,Missouri,MO,3,2012,drugdeaths,135
29,Missouri,MO,3,2013,drugdeaths,164
29,Missouri,MO,3,2014,drugdeaths,175
29,Missouri,MO,3,2015,drugdeaths,189
29,Missouri,MO,3,2016,drugdeaths,265
29,Missouri,MO,3,2017,drugdeaths,234
29,Missouri,MO,4,2010,drugdeaths,34
29,Missouri,MO,4,2011,drugdeaths,50
29,Missouri,MO,4,2012,drugdeaths,28
29,Missouri,MO,4,2013,drugdeaths,33
29,Missouri,MO,4,2014,drugdeaths,31
29,Missouri,MO,4,2015,drugdeaths,60
29,Missouri,MO,4,2016,drugdeaths,58
29,Missouri,MO,4,2017,drugdeaths,55
29,Missouri,MO,5,2010,drugdeaths,139
29,Missouri,MO,5,2011,drugdeaths,114
29,Missouri,MO,5,2012,drugdeaths,138
29,Missouri,MO,5,2013,drugdeaths,146
29,Missouri,MO,5,2014,drugdeaths,131
29,Missouri,MO,5,2015,drugdeaths,168
29,Missouri,MO,5,2016,drugdeaths,161
29,Missouri,MO,5,2017,drugdeaths,149
29,Missouri,MO,6,2010,drugdeaths,149
29,Missouri,MO,6,2011,drugdeaths,114
29,Missouri,MO,6,2012,drugdeaths,160
29,Missouri,MO,6,2013,drugdeaths,173
29,Missouri,MO,6,2014,drugdeaths,144
29,Missouri,MO,6,2015,drugdeaths,179
29,Missouri,MO,6,2016,drugdeaths,181
29,Missouri,MO,6,2017,drugdeaths,171
29,Missouri,MO,7,2010,drugdeaths,146
29,Missouri,MO,7,2011,drugdeaths,102
29,Missouri,MO,7,2012,drugdeaths,76
29,Missouri,MO,7,2013,drugdeaths,83
29,Missouri,MO,7,2014,drugdeaths,95
29,Missouri,MO,7,2015,drugdeaths,103
29,Missouri,MO,7,2016,drugdeaths,125
29,Missouri,MO,7,2017,drugdeaths,137
29,Missouri,MO,8,2010,drugdeaths,108
29,Missouri,MO,8,2011,drugdeaths,114
29,Missouri,MO,8,2012,drugdeaths,128
29,Missouri,MO,8,2013,drugdeaths,117
29,Missouri,MO,8,2014,drugdeaths,127
29,Missouri,MO,8,2015,drugdeaths,105
29,Missouri,MO,8,2016,drugdeaths,147
29,Missouri,MO,8,2017,drugdeaths,132
30,Montana,MT,1,2010,drugdeaths,118
30,Montana,MT,1,2011,drugdeaths,141
30,Montana,MT,1,2012,drugdeaths,118
30,Montana,MT,1,2013,drugdeaths,137
30,Montana,MT,1,2014,drugdeaths,125
30,Montana,MT,1,2015,drugdeaths,138
30,Montana,MT,1,2016,drugdeaths,119
30,Montana,MT,1,2017,drugdeaths,119
31,Nebraska,NE,1,2010,drugdeaths,30
31,Nebraska,NE,1,2011,drugdeaths,36
31,Nebraska,NE,1,2012,drugdeaths,40
31,Nebraska,NE,1,2013,drugdeaths,27
31,Nebraska,NE,1,2014,drugdeaths,34
31,Nebraska,NE,1,2015,drugdeaths,22
31,Nebraska,NE,1,2016,drugdeaths,36
31,Nebraska,NE,1,2017,drugdeaths,32
31,Nebraska,NE,2,2010,drugdeaths,54
31,Nebraska,NE,2,2011,drugdeaths,67
31,Nebraska,NE,2,2012,drugdeaths,70
31,Nebraska,NE,2,2013,drugdeaths,33
31,Nebraska,NE,2,2014,drugdeaths,59
31,Nebraska,NE,2,2015,drugdeaths,47
31,Nebraska,NE,2,2016,drugdeaths,58
31,Nebraska,NE,2,2017,drugdeaths,75
31,Nebraska,NE,3,2010,drugdeaths,75
31,Nebraska,NE,3,2011,drugdeaths,75
31,Nebraska,NE,3,2012,drugdeaths,75
31,Nebraska,NE,3,2013,drugdeaths,75
31,Nebraska,NE,3,2014,drugdeaths,75
31,Nebraska,NE,3,2015,drugdeaths,75
31,Nebraska,NE,3,2016,drugdeaths,75
31,Nebraska,NE,3,2017,drugdeaths,75
32,Nevada,NV,1,2010,drugdeaths,390
32,Nevada,NV,1,2011,drugdeaths,456
32,Nevada,NV,1,2012,drugdeaths,424
32,Nevada,NV,1,2013,drugdeaths,441
32,Nevada,NV,1,2014,drugdeaths,403
32,Nevada,NV,1,2015,drugdeaths,439
32,Nevada,NV,1,2016,drugdeaths,479
32,Nevada,NV,1,2017,drugdeaths,464
32,Nevada,NV,2,2010,drugdeaths,140
32,Nevada,NV,2,2011,drugdeaths,140
32,Nevada,NV,2,2012,drugdeaths,117
32,Nevada,NV,2,2013,drugdeaths,128
32,Nevada,NV,2,2014,drugdeaths,103
32,Nevada,NV,2,2015,drugdeaths,119
32,Nevada,NV,2,2016,drugdeaths,146
32,Nevada,NV,2,2017,drugdeaths,165
32,Nevada,NV,3,2010,drugdeaths,390
32,Nevada,NV,3,2011,drugdeaths,456
32,Nevada,NV,3,2012,drugdeaths,424
32,Nevada,NV,3,2013,drugdeaths,441
32,Nevada,NV,3,2014,drugdeaths,403
32,Nevada,NV,3,2015,drugdeaths,439
32,Nevada,NV,3,2016,drugdeaths,479
32,Nevada,NV,3,2017,drugdeaths,464
32,Nevada,NV,4,2010,drugdeaths,425
32,Nevada,NV,4,2011,drugdeaths,469
32,Nevada,NV,4,2012,drugdeaths,454
32,Nevada,NV,4,2013,drugdeaths,451
32,Nevada,NV,4,2014,drugdeaths,413
32,Nevada,NV,4,2015,drugdeaths,455
32,Nevada,NV,4,2016,drugdeaths,506
32,Nevada,NV,4,2017,drugdeaths,498
33,New Hampshire,NH,1,2010,drugdeaths,127
33,New Hampshire,NH,1,2011,drugdeaths,162
33,New Hampshire,NH,1,2012,drugdeaths,126
33,New Hampshire,NH,1,2013,drugdeaths,173
33,New Hampshire,NH,1,2014,drugdeaths,291
33,New Hampshire,NH,1,2015,drugdeaths,392
33,New Hampshire,NH,1,2016,drugdeaths,440
33,New Hampshire,NH,1,2017,drugdeaths,430
33,New Hampshire,NH,2,2010,drugdeaths,109
33,New Hampshire,NH,2,2011,drugdeaths,162
33,New Hampshire,NH,2,2012,drugdeaths,128
33,New Hampshire,NH,2,2013,drugdeaths,163
33,New Hampshire,NH,2,2014,drugdeaths,274
33,New Hampshire,NH,2,2015,drugdeaths,347
33,New Hampshire,NH,2,2016,drugdeaths,404
33,New Hampshire,NH,2,2017,drugdeaths,396
34,New Jersey,NJ,1,2010,drugdeaths,200
34,New Jersey,NJ,1,2011,drugdeaths,238
34,New Jersey,NJ,1,2012,drugdeaths,282
34,New Jersey,NJ,1,2013,drugdeaths,313
34,New Jersey,NJ,1,2014,drugdeaths,268
34,New Jersey,NJ,1,2015,drugdeaths,322
34,New Jersey,NJ,1,2016,drugdeaths,402
34,New Jersey,NJ,1,2017,drugdeaths,598
34,New Jersey,NJ,2,2010,drugdeaths,322
34,New Jersey,NJ,2,2011,drugdeaths,426
34,New Jersey,NJ,2,2012,drugdeaths,537
34,New Jersey,NJ,2,2013,drugdeaths,587
34,New Jersey,NJ,2,2014,drugdeaths,519
34,New Jersey,NJ,2,2015,drugdeaths,603
34,New Jersey,NJ,2,2016,drugdeaths,844
34,New Jersey,NJ,2,2017,drugdeaths,1100
34,New Jersey,NJ,3,2010,drugdeaths,116
34,New Jersey,NJ,3,2011,drugdeaths,143
34,New Jersey,NJ,3,2012,drugdeaths,198
34,New Jersey,NJ,3,2013,drugdeaths,233
34,New Jersey,NJ,3,2014,drugdeaths,206
34,New Jersey,NJ,3,2015,drugdeaths,240
34,New Jersey,NJ,3,2016,drugdeaths,349
34,New Jersey,NJ,3,2017,drugdeaths,387
34,New Jersey,NJ,4,2010,drugdeaths,175
34,New Jersey,NJ,4,2011,drugdeaths,218
34,New Jersey,NJ,4,2012,drugdeaths,252
34,New Jersey,NJ,4,2013,drugdeaths,270
34,New Jersey,NJ,4,2014,drugdeaths,286
34,New Jersey,NJ,4,2015,drugdeaths,326
34,New Jersey,NJ,4,2016,drugdeaths,454
34,New Jersey,NJ,4,2017,drugdeaths,512
34,New Jersey,NJ,5,2010,drugdeaths,136
34,New Jersey,NJ,5,2011,drugdeaths,150
34,New Jersey,NJ,5,2012,drugdeaths,162
34,New Jersey,NJ,5,2013,drugdeaths,190
34,New Jersey,NJ,5,2014,drugdeaths,171
34,New Jersey,NJ,5,2015,drugdeaths,210
34,New Jersey,NJ,5,2016,drugdeaths,280
34,New Jersey,NJ,5,2017,drugdeaths,336
34,New Jersey,NJ,6,2010,drugdeaths,134
34,New Jersey,NJ,6,2011,drugdeaths,171
34,New Jersey,NJ,6,2012,drugdeaths,195
34,New Jersey,NJ,6,2013,drugdeaths,153
34,New Jersey,NJ,6,2014,drugdeaths,225
34,New Jersey,NJ,6,2015,drugdeaths,215
34,New Jersey,NJ,6,2016,drugdeaths,334
34,New Jersey,NJ,6,2017,drugdeaths,412
34,New Jersey,NJ,7,2010,drugdeaths,192
34,New Jersey,NJ,7,2011,drugdeaths,182
34,New Jersey,NJ,7,2012,drugdeaths,226
34,New Jersey,NJ,7,2013,drugdeaths,251
34,New Jersey,NJ,7,2014,drugdeaths,261
34,New Jersey,NJ,7,2015,drugdeaths,302
34,New Jersey,NJ,7,2016,drugdeaths,472
34,New Jersey,NJ,7,2017,drugdeaths,641
34,New Jersey,NJ,8,2010,drugdeaths,211
34,New Jersey,NJ,8,2011,drugdeaths,221
34,New Jersey,NJ,8,2012,drugdeaths,286
34,New Jersey,NJ,8,2013,drugdeaths,318
34,New Jersey,NJ,8,2014,drugdeaths,280
34,New Jersey,NJ,8,2015,drugdeaths,358
34,New Jersey,NJ,8,2016,drugdeaths,501
34,New Jersey,NJ,8,2017,drugdeaths,683
34,New Jersey,NJ,9,2010,drugdeaths,138
34,New Jersey,NJ,9,2011,drugdeaths,168
34,New Jersey,NJ,9,2012,drugdeaths,201
34,New Jersey,NJ,9,2013,drugdeaths,226
34,New Jersey,NJ,9,2014,drugdeaths,190
34,New Jersey,NJ,9,2015,drugdeaths,243
34,New Jersey,NJ,9,2016,drugdeaths,306
34,New Jersey,NJ,9,2017,drugdeaths,396
34,New Jersey,NJ,10,2010,drugdeaths,155
34,New Jersey,NJ,10,2011,drugdeaths,146
34,New Jersey,NJ,10,2012,drugdeaths,207
34,New Jersey,NJ,10,2013,drugdeaths,220
34,New Jersey,NJ,10,2014,drugdeaths,192
34,New Jersey,NJ,10,2015,drugdeaths,266
34,New Jersey,NJ,10,2016,drugdeaths,386
34,New Jersey,NJ,10,2017,drugdeaths,537
34,New Jersey,NJ,11,2010,drugdeaths,187
34,New Jersey,NJ,11,2011,drugdeaths,172
34,New Jersey,NJ,11,2012,drugdeaths,223
34,New Jersey,NJ,11,2013,drugdeaths,235
34,New Jersey,NJ,11,2014,drugdeaths,212
34,New Jersey,NJ,11,2015,drugdeaths,257
34,New Jersey,NJ,11,2016,drugdeaths,421
34,New Jersey,NJ,11,2017,drugdeaths,536
34,New Jersey,NJ,12,2010,drugdeaths,154
34,New Jersey,NJ,12,2011,drugdeaths,170
34,New Jersey,NJ,12,2012,drugdeaths,198
34,New Jersey,NJ,12,2013,drugdeaths,203
34,New Jersey,NJ,12,2014,drugdeaths,241
34,New Jersey,NJ,12,2015,drugdeaths,261
34,New Jersey,NJ,12,2016,drugdeaths,368
34,New Jersey,NJ,12,2017,drugdeaths,506
35,New Mexico,NM,1,2010,drugdeaths,260
35,New Mexico,NM,1,2011,drugdeaths,300
35,New Mexico,NM,1,2012,drugdeaths,269
35,New Mexico,NM,1,2013,drugdeaths,245
35,New Mexico,NM,1,2014,drugdeaths,299
35,New Mexico,NM,1,2015,drugdeaths,286
35,New Mexico,NM,1,2016,drugdeaths,275
35,New Mexico,NM,1,2017,drugdeaths,264
35,New Mexico,NM,2,2010,drugdeaths,303
35,New Mexico,NM,2,2011,drugdeaths,314
35,New Mexico,NM,2,2012,drugdeaths,282
35,New Mexico,NM,2,2013,drugdeaths,265
35,New Mexico,NM,2,2014,drugdeaths,298
35,New Mexico,NM,2,2015,drugdeaths,317
35,New Mexico,NM,2,2016,drugdeaths,296
35,New Mexico,NM,2,2017,drugdeaths,309
35,New Mexico,NM,3,2010,drugdeaths,286
35,New Mexico,NM,3,2011,drugdeaths,339
35,New Mexico,NM,3,2012,drugdeaths,342
35,New Mexico,NM,3,2013,drugdeaths,283
35,New Mexico,NM,3,2014,drugdeaths,353
35,New Mexico,NM,3,2015,drugdeaths,332
35,New Mexico,NM,3,2016,drugdeaths,332
35,New Mexico,NM,3,2017,drugdeaths,300
36,New York,NY,1,2010,drugdeaths,199
36,New York,NY,1,2011,drugdeaths,279
36,New York,NY,1,2012,drugdeaths,288
36,New York,NY,1,2013,drugdeaths,274
36,New York,NY,1,2014,drugdeaths,261
36,New York,NY,1,2015,drugdeaths,277
36,New York,NY,1,2016,drugdeaths,380
36,New York,NY,1,2017,drugdeaths,479
36,New York,NY,2,2010,drugdeaths,300
36,New York,NY,2,2011,drugdeaths,427
36,New York,NY,2,2012,drugdeaths,446
36,New York,NY,2,2013,drugdeaths,444
36,New York,NY,2,2014,drugdeaths,434
36,New York,NY,2,2015,drugdeaths,479
36,New York,NY,2,2016,drugdeaths,589
36,New York,NY,2,2017,drugdeaths,709
36,New York,NY,3,2010,drugdeaths,432
36,New York,NY,3,2011,drugdeaths,570
36,New York,NY,3,2012,drugdeaths,579
36,New York,NY,3,2013,drugdeaths,624
36,New York,NY,3,2014,drugdeaths,585
36,New York,NY,3,2015,drugdeaths,642
36,New York,NY,3,2016,drugdeaths,852
36,New York,NY,3,2017,drugdeaths,993
36,New York,NY,4,2010,drugdeaths,101
36,New York,NY,4,2011,drugdeaths,148
36,New York,NY,4,2012,drugdeaths,158
36,New York,NY,4,2013,drugdeaths,170
36,New York,NY,4,2014,drugdeaths,173
36,New York,NY,4,2015,drugdeaths,202
36,New York,NY,4,2016,drugdeaths,209
36,New York,NY,4,2017,drugdeaths,230
36,New York,NY,5,2010,drugdeaths,233
36,New York,NY,5,2011,drugdeaths,291
36,New York,NY,5,2012,drugdeaths,291
36,New York,NY,5,2013,drugdeaths,350
36,New York,NY,5,2014,drugdeaths,324
36,New York,NY,5,2015,drugdeaths,365
36,New York,NY,5,2016,drugdeaths,472
36,New York,NY,5,2017,drugdeaths,514
36,New York,NY,6,2010,drugdeaths,132
36,New York,NY,6,2011,drugdeaths,143
36,New York,NY,6,2012,drugdeaths,133
36,New York,NY,6,2013,drugdeaths,180
36,New York,NY,6,2014,drugdeaths,151
36,New York,NY,6,2015,drugdeaths,163
36,New York,NY,6,2016,drugdeaths,263
36,New York,NY,6,2017,drugdeaths,284
36,New York,NY,7,2010,drugdeaths,411
36,New York,NY,7,2011,drugdeaths,461
36,New York,NY,7,2012,drugdeaths,526
36,New York,NY,7,2013,drugdeaths,554
36,New York,NY,7,2014,drugdeaths,539
36,New York,NY,7,2015,drugdeaths,577
36,New York,NY,7,2016,drugdeaths,867
36,New York,NY,7,2017,drugdeaths,918
36,New York,NY,8,2010,drugdeaths,312
36,New York,NY,8,2011,drugdeaths,334
36,New York,NY,8,2012,drugdeaths,339
36,New York,NY,8,2013,drugdeaths,373
36,New York,NY,8,2014,drugdeaths,373
36,New York,NY,8,2015,drugdeaths,410
36,New York,NY,8,2016,drugdeaths,597
36,New York,NY,8,2017,drugdeaths,662
36,New York,NY,9,2010,drugdeaths,180
36,New York,NY,9,2011,drugdeaths,191
36,New York,NY,9,2012,drugdeaths,206
36,New York,NY,9,2013,drugdeaths,193
36,New York,NY,9,2014,drugdeaths,222
36,New York,NY,9,2015,drugdeaths,247
36,New York,NY,9,2016,drugdeaths,334
36,New York,NY,9,2017,drugdeaths,378
36,New York,NY,10,2010,drugdeaths,279
36,New York,NY,10,2011,drugdeaths,318
36,New York,NY,10,2012,drugdeaths,393
36,New York,NY,10,2013,drugdeaths,374
36,New York,NY,10,2014,drugdeaths,388
36,New York,NY,10,2015,drugdeaths,414
36,New York,NY,10,2016,drugdeaths,604
36,New York,NY,10,2017,drugdeaths,634
36,New York,NY,11,2010,drugdeaths,249
36,New York,NY,11,2011,drugdeaths,270
36,New York,NY,11,2012,drugdeaths,293
36,New York,NY,11,2013,drugdeaths,269
36,New York,NY,11,2014,drugdeaths,307
36,New York,NY,11,2015,drugdeaths,332
36,New York,NY,11,2016,drugdeaths,463
36,New York,NY,11,2017,drugdeaths,495
36,New York,NY,12,2010,drugdeaths,411
36,New York,NY,12,2011,drugdeaths,461
36,New York,NY,12,2012,drugdeaths,526
36,New York,NY,12,2013,drugdeaths,554
36,New York,NY,12,2014,drugdeaths,539
36,New York,NY,12,2015,drugdeaths,577
36,New York,NY,12,2016,drugdeaths,867
36,New York,NY,12,2017,drugdeaths,918
36,New York,NY,13,2010,drugdeaths,210
36,New York,NY,13,2011,drugdeaths,261
36,New York,NY,13,2012,drugdeaths,352
36,New York,NY,13,2013,drugdeaths,336
36,New York,NY,13,2014,drugdeaths,307
36,New York,NY,13,2015,drugdeaths,392
36,New York,NY,13,2016,drugdeaths,600
36,New York,NY,13,2017,drugdeaths,616
36,New York,NY,14,2010,drugdeaths,243
36,New York,NY,14,2011,drugdeaths,277
36,New York,NY,14,2012,drugdeaths,298
36,New York,NY,14,2013,drugdeaths,335
36,New York,NY,14,2014,drugdeaths,292
36,New York,NY,14,2015,drugdeaths,388
36,New York,NY,14,2016,drugdeaths,593
36,New York,NY,14,2017,drugdeaths,644
36,New York,NY,15,2010,drugdeaths,111
36,New York,NY,15,2011,drugdeaths,134
36,New York,NY,15,2012,drugdeaths,165
36,New York,NY,15,2013,drugdeaths,155
36,New York,NY,15,2014,drugdeaths,141
36,New York,NY,15,2015,drugdeaths,225
36,New York,NY,15,2016,drugdeaths,330
36,New York,NY,15,2017,drugdeaths,360
36,New York,NY,16,2010,drugdeaths,159
36,New York,NY,16,2011,drugdeaths,225
36,New York,NY,16,2012,drugdeaths,260
36,New York,NY,16,2013,drugdeaths,261
36,New York,NY,16,2014,drugdeaths,235
36,New York,NY,16,2015,drugdeaths,338
36,New York,NY,16,2016,drugdeaths,475
36,New York,NY,16,2017,drugdeaths,505
36,New York,NY,17,2010,drugdeaths,65
36,New York,NY,17,2011,drugdeaths,110
36,New York,NY,17,2012,drugdeaths,116
36,New York,NY,17,2013,drugdeaths,140
36,New York,NY,17,2014,drugdeaths,116
36,New York,NY,17,2015,drugdeaths,150
36,New York,NY,17,2016,drugdeaths,189
36,New York,NY,17,2017,drugdeaths,188
